EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-04-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SPAIN, TORTOSA - OBSERVATORIO DEL EBRO (STAID: 236).
Blended and updated with sources: 100729 155245 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
155245,19050618,    6,    0
155245,19050619,    7,    0
155245,19050620,    0,    0
155245,19050621,    0,    0
155245,19050622,    0,    0
155245,19050623,    0,    0
155245,19050624,    0,    0
155245,19050625,    0,    0
155245,19050626,    0,    0
155245,19050627,   30,    0
155245,19050628,    0,    0
155245,19050629,    0,    0
155245,19050630,    0,    0
155245,19050701,    0,    0
155245,19050702,    0,    0
155245,19050703,    9,    0
155245,19050704,    0,    0
155245,19050705,    0,    0
155245,19050706,    0,    0
155245,19050707,   32,    0
155245,19050708,    0,    0
155245,19050709,    0,    0
155245,19050710,    0,    0
155245,19050711,    0,    0
155245,19050712,   29,    0
155245,19050713,    0,    0
155245,19050714,    0,    0
155245,19050715,    0,    0
155245,19050716,    0,    0
155245,19050717,    0,    0
155245,19050718,    0,    0
155245,19050719,    0,    0
155245,19050720,    0,    0
155245,19050721,    0,    0
155245,19050722,  100,    0
155245,19050723,    0,    0
155245,19050724,    0,    0
155245,19050725,    0,    0
155245,19050726,    0,    0
155245,19050727,    0,    0
155245,19050728,  105,    0
155245,19050729,    0,    0
155245,19050730,    0,    0
155245,19050731,    4,    0
155245,19050801,    0,    0
155245,19050802,    0,    0
155245,19050803,    0,    0
155245,19050804,   27,    0
155245,19050805,    0,    0
155245,19050806,    0,    0
155245,19050807,    0,    0
155245,19050808,    0,    0
155245,19050809,    0,    0
155245,19050810,    0,    0
155245,19050811,    0,    0
155245,19050812,    0,    0
155245,19050813,    0,    0
155245,19050814,    0,    0
155245,19050815,    0,    0
155245,19050816,    0,    0
155245,19050817,    0,    0
155245,19050818,    0,    0
155245,19050819,    0,    0
155245,19050820,    0,    0
155245,19050821,    0,    0
155245,19050822,    0,    0
155245,19050823,    0,    0
155245,19050824,    0,    0
155245,19050825,    0,    0
155245,19050826,    0,    0
155245,19050827,    0,    0
155245,19050828,   44,    0
155245,19050829,    0,    0
155245,19050830,    0,    0
155245,19050831,    0,    0
155245,19050901,   10,    0
155245,19050902,    0,    0
155245,19050903,    0,    0
155245,19050904,    0,    0
155245,19050905,    0,    0
155245,19050906,    0,    0
155245,19050907,    0,    0
155245,19050908,    0,    0
155245,19050909,    0,    0
155245,19050910,    0,    0
155245,19050911,    0,    0
155245,19050912,    5,    0
155245,19050913,  295,    0
155245,19050914,    0,    0
155245,19050915,    0,    0
155245,19050916,  117,    0
155245,19050917,  248,    0
155245,19050918,    0,    0
155245,19050919,    0,    0
155245,19050920,    0,    0
155245,19050921,    0,    0
155245,19050922,    0,    0
155245,19050923,    0,    0
155245,19050924,    0,    0
155245,19050925,    8,    0
155245,19050926,   50,    0
155245,19050927,    0,    0
155245,19050928,    0,    0
155245,19050929,    0,    0
155245,19050930,    0,    0
155245,19051001,    7,    0
155245,19051002,    0,    0
155245,19051003,    0,    0
155245,19051004,    0,    0
155245,19051005,    0,    0
155245,19051006,    0,    0
155245,19051007,    0,    0
155245,19051008,    0,    0
155245,19051009,    0,    0
155245,19051010,    0,    0
155245,19051011,    0,    0
155245,19051012,    0,    0
155245,19051013,    0,    0
155245,19051014,    0,    0
155245,19051015,    0,    0
155245,19051016,   15,    0
155245,19051017,    0,    0
155245,19051018,    0,    0
155245,19051019,    0,    0
155245,19051020,    0,    0
155245,19051021,    0,    0
155245,19051022,    0,    0
155245,19051023,    0,    0
155245,19051024,   94,    0
155245,19051025,  160,    0
155245,19051026,    0,    0
155245,19051027,    0,    0
155245,19051028,    0,    0
155245,19051029,    0,    0
155245,19051030,    0,    0
155245,19051031,    4,    0
155245,19051101,    0,    0
155245,19051102,    0,    0
155245,19051103,  270,    0
155245,19051104,  160,    0
155245,19051105,    6,    0
155245,19051106,  110,    0
155245,19051107,    0,    0
155245,19051108,    0,    0
155245,19051109,    0,    0
155245,19051110,    0,    0
155245,19051111,    0,    0
155245,19051112,    0,    0
155245,19051113,    8,    0
155245,19051114,   70,    0
155245,19051115,  110,    0
155245,19051116,    0,    0
155245,19051117,    0,    0
155245,19051118,  100,    0
155245,19051119,   20,    0
155245,19051120,    0,    0
155245,19051121,    0,    0
155245,19051122,    0,    0
155245,19051123,    0,    0
155245,19051124,    0,    0
155245,19051125,    4,    0
155245,19051126,    0,    0
155245,19051127,    0,    0
155245,19051128,    0,    0
155245,19051129,    0,    0
155245,19051130,    0,    0
155245,19051201,   30,    0
155245,19051202,    0,    0
155245,19051203,    0,    0
155245,19051204,  170,    0
155245,19051205,    0,    0
155245,19051206,    0,    0
155245,19051207,    0,    0
155245,19051208,    0,    0
155245,19051209,    0,    0
155245,19051210,    0,    0
155245,19051211,    0,    0
155245,19051212,    0,    0
155245,19051213,    0,    0
155245,19051214,    0,    0
155245,19051215,    0,    0
155245,19051216,    0,    0
155245,19051217,    0,    0
155245,19051218,    0,    0
155245,19051219,    0,    0
155245,19051220,    0,    0
155245,19051221,   25,    0
155245,19051222,    0,    0
155245,19051223,    0,    0
155245,19051224,    0,    0
155245,19051225,    0,    0
155245,19051226,    0,    0
155245,19051227,   80,    0
155245,19051228,   30,    0
155245,19051229,    0,    0
155245,19051230,    0,    0
155245,19051231,    0,    0
155245,19060101,    0,    0
155245,19060102,  110,    0
155245,19060103,    0,    0
155245,19060104,    0,    0
155245,19060105,    0,    0
155245,19060106,    0,    0
155245,19060107,    0,    0
155245,19060108,    0,    0
155245,19060109,    0,    0
155245,19060110,   30,    0
155245,19060111,   10,    0
155245,19060112,    0,    0
155245,19060113,    0,    0
155245,19060114,    0,    0
155245,19060115,    0,    0
155245,19060116,    0,    0
155245,19060117,    0,    0
155245,19060118,    0,    0
155245,19060119,    0,    0
155245,19060120,    0,    0
155245,19060121,    0,    0
155245,19060122,    0,    0
155245,19060123,    0,    0
155245,19060124,    0,    0
155245,19060125,    0,    0
155245,19060126,    0,    0
155245,19060127,    0,    0
155245,19060128,   55,    0
155245,19060129,    0,    0
155245,19060130,    0,    0
155245,19060131,    0,    0
155245,19060201,    0,    0
155245,19060202,    0,    0
155245,19060203,    0,    0
155245,19060204,    0,    0
155245,19060205,    0,    0
155245,19060206,    0,    0
155245,19060207,    0,    0
155245,19060208,    0,    0
155245,19060209,    0,    0
155245,19060210,    0,    0
155245,19060211,    0,    0
155245,19060212,    0,    0
155245,19060213,    0,    0
155245,19060214,    0,    0
155245,19060215,    0,    0
155245,19060216,    0,    0
155245,19060217,    0,    0
155245,19060218,    3,    0
155245,19060219,    0,    0
155245,19060220,    0,    0
155245,19060221,    0,    0
155245,19060222,   40,    0
155245,19060223,    0,    0
155245,19060224,    0,    0
155245,19060225,    0,    0
155245,19060226,    0,    0
155245,19060227,   10,    0
155245,19060228,    0,    0
155245,19060301,    0,    0
155245,19060302,    0,    0
155245,19060303,    0,    0
155245,19060304,    0,    0
155245,19060305,    0,    0
155245,19060306,    0,    0
155245,19060307,    0,    0
155245,19060308,    0,    0
155245,19060309,    0,    0
155245,19060310,    0,    0
155245,19060311,    0,    0
155245,19060312,    0,    0
155245,19060313,    0,    0
155245,19060314,    0,    0
155245,19060315,    0,    0
155245,19060316,    0,    0
155245,19060317,    0,    0
155245,19060318,    0,    0
155245,19060319,    0,    0
155245,19060320,   40,    0
155245,19060321,  450,    0
155245,19060322,   20,    0
155245,19060323,    0,    0
155245,19060324,    0,    0
155245,19060325,   63,    0
155245,19060326,  170,    0
155245,19060327,   18,    0
155245,19060328,    0,    0
155245,19060329,    0,    0
155245,19060330,    0,    0
155245,19060331,    0,    0
155245,19060401,    0,    0
155245,19060402,    0,    0
155245,19060403,    0,    0
155245,19060404,    0,    0
155245,19060405,    7,    0
155245,19060406,   13,    0
155245,19060407,    0,    0
155245,19060408,   50,    0
155245,19060409,    4,    0
155245,19060410,    3,    0
155245,19060411,  150,    0
155245,19060412,  336,    0
155245,19060413,    0,    0
155245,19060414,    0,    0
155245,19060415,    5,    0
155245,19060416,   18,    0
155245,19060417,  592,    0
155245,19060418,   22,    0
155245,19060419,   10,    0
155245,19060420,  460,    0
155245,19060421,  130,    0
155245,19060422,    0,    0
155245,19060423,    0,    0
155245,19060424,    0,    0
155245,19060425,    0,    0
155245,19060426,    0,    0
155245,19060427,    0,    0
155245,19060428,    0,    0
155245,19060429,    0,    0
155245,19060430,   10,    0
155245,19060501,    0,    0
155245,19060502,    0,    0
155245,19060503,    0,    0
155245,19060504,    0,    0
155245,19060505,    0,    0
155245,19060506,    0,    0
155245,19060507,    0,    0
155245,19060508,    0,    0
155245,19060509,    0,    0
155245,19060510,    0,    0
155245,19060511,    0,    0
155245,19060512,    0,    0
155245,19060513,    0,    0
155245,19060514,   15,    0
155245,19060515,    0,    0
155245,19060516,    0,    0
155245,19060517,    0,    0
155245,19060518,    0,    0
155245,19060519,    0,    0
155245,19060520,    0,    0
155245,19060521,    0,    0
155245,19060522,    0,    0
155245,19060523,   10,    0
155245,19060524,    0,    0
155245,19060525,    0,    0
155245,19060526,    0,    0
155245,19060527,    0,    0
155245,19060528,    0,    0
155245,19060529,    0,    0
155245,19060530,    0,    0
155245,19060531,    0,    0
155245,19060601,    0,    0
155245,19060602,    0,    0
155245,19060603,    0,    0
155245,19060604,    0,    0
155245,19060605,    0,    0
155245,19060606,    0,    0
155245,19060607,    0,    0
155245,19060608,    0,    0
155245,19060609,    0,    0
155245,19060610,    0,    0
155245,19060611,    2,    0
155245,19060612,    0,    0
155245,19060613,    0,    0
155245,19060614,    0,    0
155245,19060615,    0,    0
155245,19060616,    0,    0
155245,19060617,    0,    0
155245,19060618,    0,    0
155245,19060619,    0,    0
155245,19060620,    0,    0
155245,19060621,    0,    0
155245,19060622,    0,    0
155245,19060623,    0,    0
155245,19060624,    0,    0
155245,19060625,    0,    0
155245,19060626,    0,    0
155245,19060627,    0,    0
155245,19060628,    0,    0
155245,19060629,    0,    0
155245,19060630,    0,    0
155245,19060701,    0,    0
155245,19060702,   65,    0
155245,19060703,   10,    0
155245,19060704,    0,    0
155245,19060705,    0,    0
155245,19060706,   85,    0
155245,19060707,    3,    0
155245,19060708,    0,    0
155245,19060709,    0,    0
155245,19060710,    0,    0
155245,19060711,    0,    0
155245,19060712,    5,    0
155245,19060713,    0,    0
155245,19060714,    0,    0
155245,19060715,    0,    0
155245,19060716,    0,    0
155245,19060717,    0,    0
155245,19060718,    0,    0
155245,19060719,    0,    0
155245,19060720,    0,    0
155245,19060721,    0,    0
155245,19060722,    0,    0
155245,19060723,    0,    0
155245,19060724,    0,    0
155245,19060725,    0,    0
155245,19060726,    0,    0
155245,19060727,    0,    0
155245,19060728,    0,    0
155245,19060729,    0,    0
155245,19060730,    0,    0
155245,19060731,    0,    0
155245,19060801,    0,    0
155245,19060802,    0,    0
155245,19060803,    0,    0
155245,19060804,    0,    0
155245,19060805,    0,    0
155245,19060806,    0,    0
155245,19060807,    0,    0
155245,19060808,    0,    0
155245,19060809,    0,    0
155245,19060810,    0,    0
155245,19060811,    0,    0
155245,19060812,    0,    0
155245,19060813,    0,    0
155245,19060814,    0,    0
155245,19060815,    0,    0
155245,19060816,    0,    0
155245,19060817,    0,    0
155245,19060818,    0,    0
155245,19060819,    0,    0
155245,19060820,    0,    0
155245,19060821,    0,    0
155245,19060822,    0,    0
155245,19060823,    0,    0
155245,19060824,    0,    0
155245,19060825,    0,    0
155245,19060826,    0,    0
155245,19060827,    0,    0
155245,19060828,    0,    0
155245,19060829,    0,    0
155245,19060830,    0,    0
155245,19060831,    0,    0
155245,19060901,    0,    0
155245,19060902,    0,    0
155245,19060903,    0,    0
155245,19060904,    0,    0
155245,19060905,   12,    0
155245,19060906,    0,    0
155245,19060907,    0,    0
155245,19060908,   18,    0
155245,19060909,    0,    0
155245,19060910,    0,    0
155245,19060911,    0,    0
155245,19060912,    0,    0
155245,19060913,    0,    0
155245,19060914,    0,    0
155245,19060915,    0,    0
155245,19060916,    0,    0
155245,19060917,    0,    0
155245,19060918,    0,    0
155245,19060919,    0,    0
155245,19060920,    0,    0
155245,19060921,    0,    0
155245,19060922,   45,    0
155245,19060923,   15,    0
155245,19060924,    0,    0
155245,19060925,  425,    0
155245,19060926,  245,    0
155245,19060927,    0,    0
155245,19060928,    0,    0
155245,19060929,   20,    0
155245,19060930,    0,    0
155245,19061001,    0,    0
155245,19061002,    0,    0
155245,19061003,    0,    0
155245,19061004,    0,    0
155245,19061005,    0,    0
155245,19061006,    0,    0
155245,19061007,    0,    0
155245,19061008,    0,    0
155245,19061009,    0,    0
155245,19061010,  320,    0
155245,19061011,    0,    0
155245,19061012,    0,    0
155245,19061013,    0,    0
155245,19061014,    0,    0
155245,19061015,    0,    0
155245,19061016,    0,    0
155245,19061017,    0,    0
155245,19061018,   20,    0
155245,19061019,    0,    0
155245,19061020,   45,    0
155245,19061021,   60,    0
155245,19061022,    0,    0
155245,19061023,    0,    0
155245,19061024,    0,    0
155245,19061025,   20,    0
155245,19061026,    0,    0
155245,19061027,    0,    0
155245,19061028,    0,    0
155245,19061029,    0,    0
155245,19061030,   10,    0
155245,19061031,    0,    0
155245,19061101,    0,    0
155245,19061102,    3,    0
155245,19061103,   10,    0
155245,19061104,    0,    0
155245,19061105,    8,    0
155245,19061106,    4,    0
155245,19061107,   20,    0
155245,19061108,    0,    0
155245,19061109,    0,    0
155245,19061110,    0,    0
155245,19061111,    0,    0
155245,19061112,   10,    0
155245,19061113,    8,    0
155245,19061114,    0,    0
155245,19061115,    0,    0
155245,19061116,    0,    0
155245,19061117,    0,    0
155245,19061118,    0,    0
155245,19061119,    0,    0
155245,19061120,    0,    0
155245,19061121,    0,    0
155245,19061122,    0,    0
155245,19061123,    0,    0
155245,19061124,    0,    0
155245,19061125,    0,    0
155245,19061126,    0,    0
155245,19061127,    0,    0
155245,19061128,    0,    0
155245,19061129,    0,    0
155245,19061130,    0,    0
155245,19061201,    0,    0
155245,19061202,    0,    0
155245,19061203,    0,    0
155245,19061204,    0,    0
155245,19061205,    0,    0
155245,19061206,    0,    0
155245,19061207,    0,    0
155245,19061208,  320,    0
155245,19061209,   22,    0
155245,19061210,    0,    0
155245,19061211,    0,    0
155245,19061212,    0,    0
155245,19061213,    0,    0
155245,19061214,    0,    0
155245,19061215,    7,    0
155245,19061216,    0,    0
155245,19061217,    0,    0
155245,19061218,    0,    0
155245,19061219,    0,    0
155245,19061220,    0,    0
155245,19061221,  125,    0
155245,19061222,   70,    0
155245,19061223,   13,    0
155245,19061224,  142,    0
155245,19061225,    0,    0
155245,19061226,    0,    0
155245,19061227,   30,    0
155245,19061228,    0,    0
155245,19061229,    0,    0
155245,19061230,    0,    0
155245,19061231,    0,    0
155245,19070101,    0,    0
155245,19070102,    0,    0
155245,19070103,    0,    0
155245,19070104,    0,    0
155245,19070105,    0,    0
155245,19070106,    0,    0
155245,19070107,    0,    0
155245,19070108,    0,    0
155245,19070109,    0,    0
155245,19070110,    0,    0
155245,19070111,    0,    0
155245,19070112,    0,    0
155245,19070113,    0,    0
155245,19070114,    0,    0
155245,19070115,    0,    0
155245,19070116,    0,    0
155245,19070117,    0,    0
155245,19070118,    0,    0
155245,19070119,    0,    0
155245,19070120,    0,    0
155245,19070121,    0,    0
155245,19070122,    0,    0
155245,19070123,   47,    0
155245,19070124,    3,    0
155245,19070125,   35,    0
155245,19070126,    7,    0
155245,19070127,    0,    0
155245,19070128,    0,    0
155245,19070129,    0,    0
155245,19070130,    0,    0
155245,19070131,    0,    0
155245,19070201,    0,    0
155245,19070202,    0,    0
155245,19070203,    0,    0
155245,19070204,    0,    0
155245,19070205,    0,    0
155245,19070206,   65,    0
155245,19070207,  153,    0
155245,19070208,    4,    0
155245,19070209,    0,    0
155245,19070210,   30,    0
155245,19070211,    2,    0
155245,19070212,    0,    0
155245,19070213,    0,    0
155245,19070214,    0,    0
155245,19070215,    0,    0
155245,19070216,    0,    0
155245,19070217,    0,    0
155245,19070218,    0,    0
155245,19070219,    0,    0
155245,19070220,    0,    0
155245,19070221,    0,    0
155245,19070222,    0,    0
155245,19070223,    0,    0
155245,19070224,    0,    0
155245,19070225,    0,    0
155245,19070226,    0,    0
155245,19070227,    0,    0
155245,19070228,    0,    0
155245,19070301,    0,    0
155245,19070302,    0,    0
155245,19070303,    0,    0
155245,19070304,    0,    0
155245,19070305,    0,    0
155245,19070306,   15,    0
155245,19070307,    0,    0
155245,19070308,    0,    0
155245,19070309,    0,    0
155245,19070310,    0,    0
155245,19070311,    0,    0
155245,19070312,    0,    0
155245,19070313,    0,    0
155245,19070314,    0,    0
155245,19070315,    0,    0
155245,19070316,    0,    0
155245,19070317,    0,    0
155245,19070318,    0,    0
155245,19070319,    0,    0
155245,19070320,    0,    0
155245,19070321,    0,    0
155245,19070322,    0,    0
155245,19070323,    0,    0
155245,19070324,    0,    0
155245,19070325,    0,    0
155245,19070326,    0,    0
155245,19070327,    0,    0
155245,19070328,    0,    0
155245,19070329,    0,    0
155245,19070330,    0,    0
155245,19070331,    0,    0
155245,19070401,    9,    0
155245,19070402,    0,    0
155245,19070403,   33,    0
155245,19070404,   20,    0
155245,19070405,    0,    0
155245,19070406,    0,    0
155245,19070407,    0,    0
155245,19070408,    0,    0
155245,19070409,    0,    0
155245,19070410,    0,    0
155245,19070411,    0,    0
155245,19070412,   43,    0
155245,19070413,   20,    0
155245,19070414,    0,    0
155245,19070415,    0,    0
155245,19070416,    0,    0
155245,19070417,    0,    0
155245,19070418,    0,    0
155245,19070419,    0,    0
155245,19070420,    0,    0
155245,19070421,    0,    0
155245,19070422,    0,    0
155245,19070423,    0,    0
155245,19070424,    0,    0
155245,19070425,    0,    0
155245,19070426,    0,    0
155245,19070427,   22,    0
155245,19070428,    0,    0
155245,19070429,    0,    0
155245,19070430,    0,    0
155245,19070501,    0,    0
155245,19070502,    0,    0
155245,19070503,    0,    0
155245,19070504,    0,    0
155245,19070505,  220,    0
155245,19070506,   70,    0
155245,19070507,    0,    0
155245,19070508,   10,    0
155245,19070509,    0,    0
155245,19070510,    0,    0
155245,19070511,    0,    0
155245,19070512,   75,    0
155245,19070513,    0,    0
155245,19070514,   10,    0
155245,19070515,    0,    0
155245,19070516,  125,    0
155245,19070517,    0,    0
155245,19070518,    0,    0
155245,19070519,    0,    0
155245,19070520,    0,    0
155245,19070521,    2,    0
155245,19070522,    3,    0
155245,19070523,   20,    0
155245,19070524,    0,    0
155245,19070525,    0,    0
155245,19070526,    0,    0
155245,19070527,    0,    0
155245,19070528,   10,    0
155245,19070529,    0,    0
155245,19070530,    0,    0
155245,19070531,    0,    0
155245,19070601,    0,    0
155245,19070602,    0,    0
155245,19070603,    0,    0
155245,19070604,    0,    0
155245,19070605,    0,    0
155245,19070606,    0,    0
155245,19070607,    0,    0
155245,19070608,    0,    0
155245,19070609,    0,    0
155245,19070610,    0,    0
155245,19070611,    0,    0
155245,19070612,   30,    0
155245,19070613,    4,    0
155245,19070614,    0,    0
155245,19070615,    0,    0
155245,19070616,    0,    0
155245,19070617,    0,    0
155245,19070618,    0,    0
155245,19070619,    0,    0
155245,19070620,    0,    0
155245,19070621,   38,    0
155245,19070622,    8,    0
155245,19070623,    7,    0
155245,19070624,    0,    0
155245,19070625,    0,    0
155245,19070626,    0,    0
155245,19070627,    0,    0
155245,19070628,    0,    0
155245,19070629,    0,    0
155245,19070630,    0,    0
155245,19070701,    0,    0
155245,19070702,    0,    0
155245,19070703,    0,    0
155245,19070704,    0,    0
155245,19070705,    0,    0
155245,19070706,    0,    0
155245,19070707,   63,    0
155245,19070708,    0,    0
155245,19070709,    0,    0
155245,19070710,    0,    0
155245,19070711,    0,    0
155245,19070712,   23,    0
155245,19070713,    0,    0
155245,19070714,    0,    0
155245,19070715,    0,    0
155245,19070716,    0,    0
155245,19070717,    2,    0
155245,19070718,    0,    0
155245,19070719,    0,    0
155245,19070720,    0,    0
155245,19070721,    0,    0
155245,19070722,    0,    0
155245,19070723,    0,    0
155245,19070724,    0,    0
155245,19070725,    0,    0
155245,19070726,    0,    0
155245,19070727,    0,    0
155245,19070728,    0,    0
155245,19070729,    0,    0
155245,19070730,    0,    0
155245,19070731,    0,    0
155245,19070801,    0,    0
155245,19070802,    0,    0
155245,19070803,    0,    0
155245,19070804,    0,    0
155245,19070805,    0,    0
155245,19070806,    0,    0
155245,19070807,    0,    0
155245,19070808,    0,    0
155245,19070809,    0,    0
155245,19070810,    0,    0
155245,19070811,    0,    0
155245,19070812,    0,    0
155245,19070813,    0,    0
155245,19070814,    0,    0
155245,19070815,    0,    0
155245,19070816,    0,    0
155245,19070817,    0,    0
155245,19070818,    0,    0
155245,19070819,    0,    0
155245,19070820,    0,    0
155245,19070821,    0,    0
155245,19070822,    0,    0
155245,19070823,    0,    0
155245,19070824,    0,    0
155245,19070825,    0,    0
155245,19070826,    0,    0
155245,19070827,    0,    0
155245,19070828,    5,    0
155245,19070829,    0,    0
155245,19070830,    0,    0
155245,19070831,    0,    0
155245,19070901,   15,    0
155245,19070902,  244,    0
155245,19070903,    0,    0
155245,19070904,    0,    0
155245,19070905,    0,    0
155245,19070906,    0,    0
155245,19070907,    0,    0
155245,19070908,    0,    0
155245,19070909,    0,    0
155245,19070910,   13,    0
155245,19070911,   14,    0
155245,19070912,    6,    0
155245,19070913,   15,    0
155245,19070914,   20,    0
155245,19070915,    0,    0
155245,19070916,    0,    0
155245,19070917,    0,    0
155245,19070918,    0,    0
155245,19070919,    0,    0
155245,19070920,    0,    0
155245,19070921,    0,    0
155245,19070922,    0,    0
155245,19070923,    0,    0
155245,19070924,  225,    0
155245,19070925,   26,    0
155245,19070926,  160,    0
155245,19070927,   16,    0
155245,19070928,   35,    0
155245,19070929,  190,    0
155245,19070930,   27,    0
155245,19071001,    0,    0
155245,19071002,    0,    0
155245,19071003,   10,    0
155245,19071004,    0,    0
155245,19071005,    0,    0
155245,19071006,    0,    0
155245,19071007,    0,    0
155245,19071008,   69,    0
